Номер симуляции,Размер выборки,Количество реальных линейных предикторов,Количество шумовых нелинейных предикторов,Количество реальных нелинейных предикторов,Количество взаимодействий,Корреляция существенного регрессора,Влияние существенного регрессора,Тип ошибки,Доля ошибок
508,500,15,3,0,0,0.5,1,2,0.9633333333333334
509,500,15,3,0,0,0.5,2,2,0.9266666666666666
510,500,15,3,0,0,0.5,5,2,0.95
511,500,15,3,0,0,0.9,1,2,0.97
512,500,15,3,0,0,0.9,2,2,0.9533333333333334
513,500,15,3,0,0,0.9,5,2,0.9533333333333334
514,500,15,4,0,0,0.05,1,2,0.94
515,500,15,4,0,0,0.05,2,2,0.9566666666666667
516,500,15,4,0,0,0.05,5,2,0.9533333333333334
517,500,15,4,0,0,0.5,1,2,0.9033333333333333
518,500,15,4,0,0,0.5,2,2,0.9466666666666667
519,500,15,4,0,0,0.5,5,2,0.9533333333333334
520,500,15,4,0,0,0.9,1,2,0.9666666666666667
521,500,15,4,0,0,0.9,2,2,0.9533333333333334
522,500,15,4,0,0,0.9,5,2,0.96
523,500,15,10,0,0,0.05,1,2,1.0
524,500,15,10,0,0,0.05,2,2,1.0
525,500,15,10,0,0,0.05,5,2,1.0
526,500,15,10,0,0,0.5,1,2,1.0
527,500,15,10,0,0,0.5,2,2,1.0
528,500,15,10,0,0,0.5,5,2,1.0
529,500,15,10,0,0,0.9,1,2,1.0
530,500,15,10,0,0,0.9,2,2,1.0
531,500,15,10,0,0,0.9,5,2,1.0
532,500,15,15,0,0,0.05,1,2,1.0
533,500,15,15,0,0,0.05,2,2,1.0
534,500,15,15,0,0,0.05,5,2,1.0
535,500,15,15,0,0,0.5,1,2,1.0
536,500,15,15,0,0,0.5,2,2,1.0
537,500,15,15,0,0,0.5,5,2,1.0
538,500,15,15,0,0,0.9,1,2,1.0
539,500,15,15,0,0,0.9,2,2,1.0
540,500,15,15,0,0,0.9,5,2,1.0
541,1000,3,1,0,0,0.05,1,2,0.9266666666666666
542,1000,3,1,0,0,0.05,2,2,0.9433333333333334
543,1000,3,1,0,0,0.05,5,2,0.9533333333333334
544,1000,3,1,0,0,0.5,1,2,0.94
545,1000,3,1,0,0,0.5,2,2,0.93
546,1000,3,1,0,0,0.5,5,2,0.97
547,1000,3,1,0,0,0.9,1,2,0.9433333333333334
548,1000,3,1,0,0,0.9,2,2,0.9566666666666667
549,1000,3,1,0,0,0.9,5,2,0.9366666666666666
550,1000,3,3,0,0,0.05,1,2,0.95
551,1000,3,3,0,0,0.05,2,2,0.96
552,1000,3,3,0,0,0.05,5,2,0.9666666666666667
553,1000,3,3,0,0,0.5,1,2,0.95
554,1000,3,3,0,0,0.5,2,2,0.95
555,1000,3,3,0,0,0.5,5,2,0.9633333333333334
556,1000,3,3,0,0,0.9,1,2,0.98
557,1000,3,3,0,0,0.9,2,2,0.9366666666666666
558,1000,3,3,0,0,0.9,5,2,0.94
559,1000,3,4,0,0,0.05,1,2,0.9566666666666667
560,1000,3,4,0,0,0.05,2,2,0.9366666666666666
561,1000,3,4,0,0,0.05,5,2,0.9466666666666667
562,1000,3,4,0,0,0.5,1,2,0.9633333333333334
563,1000,3,4,0,0,0.5,2,2,0.9633333333333334
564,1000,3,4,0,0,0.5,5,2,0.94
565,1000,3,4,0,0,0.9,1,2,0.97
566,1000,3,4,0,0,0.9,2,2,0.95
567,1000,3,4,0,0,0.9,5,2,0.9566666666666667
568,1000,3,10,0,0,0.05,1,2,1.0
569,1000,3,10,0,0,0.05,2,2,0.9966666666666667
570,1000,3,10,0,0,0.05,5,2,0.9966666666666667
571,1000,3,10,0,0,0.5,1,2,0.9933333333333333
572,1000,3,10,0,0,0.5,2,2,0.9966666666666667
573,1000,3,10,0,0,0.5,5,2,1.0
574,1000,3,10,0,0,0.9,1,2,0.9933333333333333
575,1000,3,10,0,0,0.9,2,2,0.9966666666666667
576,1000,3,10,0,0,0.9,5,2,1.0
577,1000,3,15,0,0,0.05,1,2,1.0
578,1000,3,15,0,0,0.05,2,2,1.0
579,1000,3,15,0,0,0.05,5,2,1.0
580,1000,3,15,0,0,0.5,1,2,1.0
581,1000,3,15,0,0,0.5,2,2,1.0
582,1000,3,15,0,0,0.5,5,2,1.0
583,1000,3,15,0,0,0.9,1,2,1.0
584,1000,3,15,0,0,0.9,2,2,1.0
585,1000,3,15,0,0,0.9,5,2,1.0
586,1000,4,1,0,0,0.05,1,2,0.96
587,1000,4,1,0,0,0.05,2,2,0.94
588,1000,4,1,0,0,0.05,5,2,0.94
589,1000,4,1,0,0,0.5,1,2,0.9666666666666667
590,1000,4,1,0,0,0.5,2,2,0.9566666666666667
591,1000,4,1,0,0,0.5,5,2,0.95
592,1000,4,1,0,0,0.9,1,2,0.95
593,1000,4,1,0,0,0.9,2,2,0.9466666666666667
594,1000,4,1,0,0,0.9,5,2,0.9233333333333333
595,1000,4,3,0,0,0.05,1,2,0.96
596,1000,4,3,0,0,0.05,2,2,0.9533333333333334
597,1000,4,3,0,0,0.05,5,2,0.9433333333333334
598,1000,4,3,0,0,0.5,1,2,0.9566666666666667
599,1000,4,3,0,0,0.5,2,2,0.95
600,1000,4,3,0,0,0.5,5,2,0.9233333333333333
601,1000,4,3,0,0,0.9,1,2,0.94
602,1000,4,3,0,0,0.9,2,2,0.94
603,1000,4,3,0,0,0.9,5,2,0.93
604,1000,4,4,0,0,0.05,1,2,0.9366666666666666
605,1000,4,4,0,0,0.05,2,2,0.9666666666666667
606,1000,4,4,0,0,0.05,5,2,0.95
607,1000,4,4,0,0,0.5,1,2,0.9466666666666667
608,1000,4,4,0,0,0.5,2,2,0.9233333333333333
609,1000,4,4,0,0,0.5,5,2,0.9366666666666666
610,1000,4,4,0,0,0.9,1,2,0.95
611,1000,4,4,0,0,0.9,2,2,0.9633333333333334
612,1000,4,4,0,0,0.9,5,2,0.9366666666666666
613,1000,4,10,0,0,0.05,1,2,1.0
614,1000,4,10,0,0,0.05,2,2,1.0
615,1000,4,10,0,0,0.05,5,2,0.9966666666666667
616,1000,4,10,0,0,0.5,1,2,1.0
617,1000,4,10,0,0,0.5,2,2,1.0
618,1000,4,10,0,0,0.5,5,2,0.99
619,1000,4,10,0,0,0.9,1,2,1.0
620,1000,4,10,0,0,0.9,2,2,1.0
621,1000,4,10,0,0,0.9,5,2,1.0
622,1000,4,15,0,0,0.05,1,2,1.0
623,1000,4,15,0,0,0.05,2,2,1.0
624,1000,4,15,0,0,0.05,5,2,1.0
625,1000,4,15,0,0,0.5,1,2,1.0
626,1000,4,15,0,0,0.5,2,2,1.0
627,1000,4,15,0,0,0.5,5,2,1.0
628,1000,4,15,0,0,0.9,1,2,1.0
629,1000,4,15,0,0,0.9,2,2,1.0
630,1000,4,15,0,0,0.9,5,2,1.0
631,1000,10,1,0,0,0.05,1,2,0.9633333333333334
632,1000,10,1,0,0,0.05,2,2,0.9533333333333334
633,1000,10,1,0,0,0.05,5,2,0.9466666666666667
634,1000,10,1,0,0,0.5,1,2,0.95
635,1000,10,1,0,0,0.5,2,2,0.9433333333333334
636,1000,10,1,0,0,0.5,5,2,0.9566666666666667
637,1000,10,1,0,0,0.9,1,2,0.9366666666666666
638,1000,10,1,0,0,0.9,2,2,0.96
639,1000,10,1,0,0,0.9,5,2,0.9466666666666667
640,1000,10,3,0,0,0.05,1,2,0.9566666666666667
641,1000,10,3,0,0,0.05,2,2,0.9433333333333334
642,1000,10,3,0,0,0.05,5,2,0.9633333333333334
643,1000,10,3,0,0,0.5,1,2,0.96
644,1000,10,3,0,0,0.5,2,2,0.9633333333333334
645,1000,10,3,0,0,0.5,5,2,0.9366666666666666
646,1000,10,3,0,0,0.9,1,2,0.9666666666666667
647,1000,10,3,0,0,0.9,2,2,0.9566666666666667
648,1000,10,3,0,0,0.9,5,2,0.9466666666666667
649,1000,10,4,0,0,0.05,1,2,0.9266666666666666
650,1000,10,4,0,0,0.05,2,2,0.9566666666666667
651,1000,10,4,0,0,0.05,5,2,0.9533333333333334
652,1000,10,4,0,0,0.5,1,2,0.9533333333333334
653,1000,10,4,0,0,0.5,2,2,0.98
654,1000,10,4,0,0,0.5,5,2,0.9466666666666667
655,1000,10,4,0,0,0.9,1,2,0.9466666666666667
656,1000,10,4,0,0,0.9,2,2,0.9366666666666666
657,1000,10,4,0,0,0.9,5,2,0.9466666666666667
658,1000,10,10,0,0,0.05,1,2,1.0
659,1000,10,10,0,0,0.05,2,2,1.0
660,1000,10,10,0,0,0.05,5,2,1.0
661,1000,10,10,0,0,0.5,1,2,1.0
662,1000,10,10,0,0,0.5,2,2,1.0
663,1000,10,10,0,0,0.5,5,2,1.0
664,1000,10,10,0,0,0.9,1,2,1.0
665,1000,10,10,0,0,0.9,2,2,1.0
666,1000,10,10,0,0,0.9,5,2,1.0
667,1000,10,15,0,0,0.05,1,2,1.0
668,1000,10,15,0,0,0.05,2,2,1.0
669,1000,10,15,0,0,0.05,5,2,1.0
670,1000,10,15,0,0,0.5,1,2,1.0
671,1000,10,15,0,0,0.5,2,2,1.0
672,1000,10,15,0,0,0.5,5,2,1.0
673,1000,10,15,0,0,0.9,1,2,1.0
674,1000,10,15,0,0,0.9,2,2,1.0
675,1000,10,15,0,0,0.9,5,2,1.0
676,1000,15,1,0,0,0.05,1,2,0.94
677,1000,15,1,0,0,0.05,2,2,0.95
678,1000,15,1,0,0,0.05,5,2,0.9566666666666667
679,1000,15,1,0,0,0.5,1,2,0.9566666666666667
680,1000,15,1,0,0,0.5,2,2,0.95
681,1000,15,1,0,0,0.5,5,2,0.94
682,1000,15,1,0,0,0.9,1,2,0.9466666666666667
683,1000,15,1,0,0,0.9,2,2,0.9733333333333334
684,1000,15,1,0,0,0.9,5,2,0.96
685,1000,15,3,0,0,0.05,1,2,0.9366666666666666
686,1000,15,3,0,0,0.05,2,2,0.9366666666666666
687,1000,15,3,0,0,0.05,5,2,0.9633333333333334
688,1000,15,3,0,0,0.5,1,2,0.95
689,1000,15,3,0,0,0.5,2,2,0.9533333333333334
690,1000,15,3,0,0,0.5,5,2,0.96
691,1000,15,3,0,0,0.9,1,2,0.9433333333333334
692,1000,15,3,0,0,0.9,2,2,0.94
693,1000,15,3,0,0,0.9,5,2,0.95
694,1000,15,4,0,0,0.05,1,2,0.9633333333333334
695,1000,15,4,0,0,0.05,2,2,0.9366666666666666
696,1000,15,4,0,0,0.05,5,2,0.9533333333333334
697,1000,15,4,0,0,0.5,1,2,0.9433333333333334
698,1000,15,4,0,0,0.5,2,2,0.9633333333333334
699,1000,15,4,0,0,0.5,5,2,0.9533333333333334
700,1000,15,4,0,0,0.9,1,2,0.9633333333333334
701,1000,15,4,0,0,0.9,2,2,0.9566666666666667
702,1000,15,4,0,0,0.9,5,2,0.9566666666666667
703,1000,15,10,0,0,0.05,1,2,1.0
704,1000,15,10,0,0,0.05,2,2,1.0
705,1000,15,10,0,0,0.05,5,2,1.0
706,1000,15,10,0,0,0.5,1,2,1.0
707,1000,15,10,0,0,0.5,2,2,1.0
708,1000,15,10,0,0,0.5,5,2,1.0
709,1000,15,10,0,0,0.9,1,2,1.0
710,1000,15,10,0,0,0.9,2,2,1.0
711,1000,15,10,0,0,0.9,5,2,1.0
712,1000,15,15,0,0,0.05,1,2,1.0
713,1000,15,15,0,0,0.05,2,2,1.0
714,1000,15,15,0,0,0.05,5,2,1.0
715,1000,15,15,0,0,0.5,1,2,1.0
716,1000,15,15,0,0,0.5,2,2,1.0
717,1000,15,15,0,0,0.5,5,2,1.0
718,1000,15,15,0,0,0.9,1,2,1.0
719,1000,15,15,0,0,0.9,2,2,1.0
720,1000,15,15,0,0,0.9,5,2,1.0
