Номер симуляции,Размер выборки,Количество реальных линейных предикторов,Количество шумовых нелинейных предикторов,Количество реальных нелинейных предикторов,Количество взаимодействий,Корреляция существенного регрессора,Влияние существенного регрессора,Тип ошибки,Доля ошибок
493,500,10,3,2,0,0.0,5,2,0.03333333333333333
494,500,10,3,2,1,0.0,5,2,0.17666666666666667
495,500,10,3,2,2,0.0,5,2,0.27666666666666667
496,500,10,3,2,0,0.5,0,2,0.0033333333333333335
497,500,10,3,2,1,0.5,0,2,0.14333333333333334
498,500,10,3,2,2,0.5,0,2,0.29333333333333333
499,500,10,3,2,0,0.5,2,2,0.006666666666666667
500,500,10,3,2,1,0.5,2,2,0.23
501,500,10,3,2,2,0.5,2,2,0.2866666666666667
502,500,10,3,2,0,0.5,5,2,0.023333333333333334
503,500,10,3,2,1,0.5,5,2,0.17666666666666667
504,500,10,3,2,2,0.5,5,2,0.3
505,500,10,3,2,0,0.9,0,2,0.006666666666666667
506,500,10,3,2,1,0.9,0,2,0.13666666666666666
507,500,10,3,2,2,0.9,0,2,0.26
508,500,10,3,2,0,0.9,2,2,0.0
509,500,10,3,2,1,0.9,2,2,0.16
510,500,10,3,2,2,0.9,2,2,0.28
511,500,10,3,2,0,0.9,5,2,0.006666666666666667
512,500,10,3,2,1,0.9,5,2,0.2
513,500,10,3,2,2,0.9,5,2,0.29333333333333333
514,500,10,3,5,0,0.0,0,2,0.056666666666666664
515,500,10,3,5,1,0.0,0,2,0.07
516,500,10,3,5,2,0.0,0,2,0.09
517,500,10,3,5,0,0.0,2,2,0.07333333333333333
518,500,10,3,5,1,0.0,2,2,0.09
519,500,10,3,5,2,0.0,2,2,0.09666666666666666
520,500,10,3,5,0,0.0,5,2,0.05333333333333334
521,500,10,3,5,1,0.0,5,2,0.07
522,500,10,3,5,2,0.0,5,2,0.08666666666666667
523,500,10,3,5,0,0.5,0,2,0.07666666666666666
524,500,10,3,5,1,0.5,0,2,0.06333333333333334
525,500,10,3,5,2,0.5,0,2,0.11
526,500,10,3,5,0,0.5,2,2,0.06666666666666667
527,500,10,3,5,1,0.5,2,2,0.04666666666666667
528,500,10,3,5,2,0.5,2,2,0.06
529,500,10,3,5,0,0.5,5,2,0.07
530,500,10,3,5,1,0.5,5,2,0.06
531,500,10,3,5,2,0.5,5,2,0.1
532,500,10,3,5,0,0.9,0,2,0.03
533,500,10,3,5,1,0.9,0,2,0.05333333333333334
534,500,10,3,5,2,0.9,0,2,0.08666666666666667
535,500,10,3,5,0,0.9,2,2,0.056666666666666664
536,500,10,3,5,1,0.9,2,2,0.056666666666666664
537,500,10,3,5,2,0.9,2,2,0.11
538,500,10,3,5,0,0.9,5,2,0.08
539,500,10,3,5,1,0.9,5,2,0.08333333333333333
540,500,10,3,5,2,0.9,5,2,0.08666666666666667
541,500,10,4,0,0,0.0,0,1,0.056666666666666664
542,500,10,4,0,1,0.0,0,2,0.6133333333333333
543,500,10,4,0,2,0.0,0,2,0.5533333333333333
544,500,10,4,0,0,0.0,2,1,0.06
545,500,10,4,0,1,0.0,2,2,0.59
546,500,10,4,0,2,0.0,2,2,0.5333333333333333
547,500,10,4,0,0,0.0,5,1,0.04666666666666667
548,500,10,4,0,1,0.0,5,2,0.63
549,500,10,4,0,2,0.0,5,2,0.5466666666666666
550,500,10,4,0,0,0.5,0,1,0.03333333333333333
551,500,10,4,0,1,0.5,0,2,0.5966666666666667
552,500,10,4,0,2,0.5,0,2,0.5266666666666666
553,500,10,4,0,0,0.5,2,2,0.9766666666666667
554,500,10,4,0,1,0.5,2,2,0.6066666666666667
555,500,10,4,0,2,0.5,2,2,0.5233333333333333
556,500,10,4,0,0,0.5,5,2,0.9533333333333334
557,500,10,4,0,1,0.5,5,2,0.6433333333333333
558,500,10,4,0,2,0.5,5,2,0.5166666666666667
559,500,10,4,0,0,0.9,0,1,0.03333333333333333
560,500,10,4,0,1,0.9,0,2,0.5766666666666667
561,500,10,4,0,2,0.9,0,2,0.56
562,500,10,4,0,0,0.9,2,2,0.95
563,500,10,4,0,1,0.9,2,2,0.5933333333333334
564,500,10,4,0,2,0.9,2,2,0.5466666666666666
565,500,10,4,0,0,0.9,5,2,0.9533333333333334
566,500,10,4,0,1,0.9,5,2,0.57
567,500,10,4,0,2,0.9,5,2,0.5333333333333333
568,500,10,4,1,0,0.0,0,2,0.02666666666666667
569,500,10,4,1,1,0.0,0,2,0.30666666666666664
570,500,10,4,1,2,0.0,0,2,0.4266666666666667
571,500,10,4,1,0,0.0,2,2,0.06333333333333334
572,500,10,4,1,1,0.0,2,2,0.27
573,500,10,4,1,2,0.0,2,2,0.44333333333333336
574,500,10,4,1,0,0.0,5,2,0.22
575,500,10,4,1,1,0.0,5,2,0.4066666666666667
576,500,10,4,1,2,0.0,5,2,0.4266666666666667
577,500,10,4,1,0,0.5,0,2,0.03
578,500,10,4,1,1,0.5,0,2,0.2633333333333333
579,500,10,4,1,2,0.5,0,2,0.43
580,500,10,4,1,0,0.5,2,2,0.07
581,500,10,4,1,1,0.5,2,2,0.31
582,500,10,4,1,2,0.5,2,2,0.44333333333333336
583,500,10,4,1,0,0.5,5,2,0.2
584,500,10,4,1,1,0.5,5,2,0.38
585,500,10,4,1,2,0.5,5,2,0.44333333333333336
586,500,10,4,1,0,0.9,0,2,0.03666666666666667
587,500,10,4,1,1,0.9,0,2,0.3233333333333333
588,500,10,4,1,2,0.9,0,2,0.39
589,500,10,4,1,0,0.9,2,2,0.08666666666666667
590,500,10,4,1,1,0.9,2,2,0.29333333333333333
591,500,10,4,1,2,0.9,2,2,0.45666666666666667
592,500,10,4,1,0,0.9,5,2,0.09333333333333334
593,500,10,4,1,1,0.9,5,2,0.32
594,500,10,4,1,2,0.9,5,2,0.4533333333333333
595,500,10,4,2,0,0.0,0,2,0.006666666666666667
596,500,10,4,2,1,0.0,0,2,0.15333333333333332
597,500,10,4,2,2,0.0,0,2,0.2966666666666667
598,500,10,4,2,0,0.0,2,2,0.0
599,500,10,4,2,1,0.0,2,2,0.14333333333333334
600,500,10,4,2,2,0.0,2,2,0.31333333333333335
601,500,10,4,2,0,0.0,5,2,0.043333333333333335
602,500,10,4,2,1,0.0,5,2,0.18666666666666668
603,500,10,4,2,2,0.0,5,2,0.31666666666666665
604,500,10,4,2,0,0.5,0,2,0.0033333333333333335
605,500,10,4,2,1,0.5,0,2,0.19333333333333333
606,500,10,4,2,2,0.5,0,2,0.30666666666666664
607,500,10,4,2,0,0.5,2,2,0.0
608,500,10,4,2,1,0.5,2,2,0.19333333333333333
609,500,10,4,2,2,0.5,2,2,0.29
610,500,10,4,2,0,0.5,5,2,0.01
611,500,10,4,2,1,0.5,5,2,0.19333333333333333
612,500,10,4,2,2,0.5,5,2,0.3233333333333333
613,500,10,4,2,0,0.9,0,2,0.0
614,500,10,4,2,1,0.9,0,2,0.22
615,500,10,4,2,2,0.9,0,2,0.3233333333333333
616,500,10,4,2,0,0.9,2,2,0.0
617,500,10,4,2,1,0.9,2,2,0.12666666666666668
618,500,10,4,2,2,0.9,2,2,0.2633333333333333
619,500,10,4,2,0,0.9,5,2,0.01
620,500,10,4,2,1,0.9,5,2,0.15333333333333332
621,500,10,4,2,2,0.9,5,2,0.3333333333333333
622,500,10,4,5,0,0.0,0,2,0.043333333333333335
623,500,10,4,5,1,0.0,0,2,0.07333333333333333
624,500,10,4,5,2,0.0,0,2,0.06333333333333334
625,500,10,4,5,0,0.0,2,2,0.013333333333333334
626,500,10,4,5,1,0.0,2,2,0.08666666666666667
627,500,10,4,5,2,0.0,2,2,0.08666666666666667
628,500,10,4,5,0,0.0,5,2,0.07
629,500,10,4,5,1,0.0,5,2,0.08333333333333333
630,500,10,4,5,2,0.0,5,2,0.06666666666666667
631,500,10,4,5,0,0.5,0,2,0.03333333333333333
632,500,10,4,5,1,0.5,0,2,0.09
633,500,10,4,5,2,0.5,0,2,0.04666666666666667
634,500,10,4,5,0,0.5,2,2,0.06333333333333334
635,500,10,4,5,1,0.5,2,2,0.06666666666666667
636,500,10,4,5,2,0.5,2,2,0.07
637,500,10,4,5,0,0.5,5,2,0.056666666666666664
638,500,10,4,5,1,0.5,5,2,0.06666666666666667
639,500,10,4,5,2,0.5,5,2,0.08333333333333333
640,500,10,4,5,0,0.9,0,2,0.07
641,500,10,4,5,1,0.9,0,2,0.08333333333333333
642,500,10,4,5,2,0.9,0,2,0.12333333333333334
643,500,10,4,5,0,0.9,2,2,0.04
644,500,10,4,5,1,0.9,2,2,0.07333333333333333
645,500,10,4,5,2,0.9,2,2,0.10666666666666667
646,500,10,4,5,0,0.9,5,2,0.043333333333333335
647,500,10,4,5,1,0.9,5,2,0.07
648,500,10,4,5,2,0.9,5,2,0.08666666666666667
649,1000,5,2,0,0,0.0,0,1,0.06666666666666667
650,1000,5,2,0,1,0.0,0,2,0.29
651,1000,5,2,0,2,0.0,0,2,0.19666666666666666
652,1000,5,2,0,0,0.0,2,1,0.06666666666666667
653,1000,5,2,0,1,0.0,2,2,0.3233333333333333
654,1000,5,2,0,2,0.0,2,2,0.21666666666666667
655,1000,5,2,0,0,0.0,5,1,0.03
656,1000,5,2,0,1,0.0,5,2,0.34
657,1000,5,2,0,2,0.0,5,2,0.25
658,1000,5,2,0,0,0.5,0,1,0.05333333333333334
659,1000,5,2,0,1,0.5,0,2,0.29333333333333333
660,1000,5,2,0,2,0.5,0,2,0.19333333333333333
661,1000,5,2,0,0,0.5,2,2,0.9233333333333333
662,1000,5,2,0,1,0.5,2,2,0.29333333333333333
663,1000,5,2,0,2,0.5,2,2,0.18666666666666668
664,1000,5,2,0,0,0.5,5,2,0.9333333333333333
665,1000,5,2,0,1,0.5,5,2,0.36
666,1000,5,2,0,2,0.5,5,2,0.23
667,1000,5,2,0,0,0.9,0,1,0.05333333333333334
668,1000,5,2,0,1,0.9,0,2,0.2866666666666667
669,1000,5,2,0,2,0.9,0,2,0.20333333333333334
670,1000,5,2,0,0,0.9,2,2,0.9533333333333334
671,1000,5,2,0,1,0.9,2,2,0.26
672,1000,5,2,0,2,0.9,2,2,0.2
673,1000,5,2,0,0,0.9,5,2,0.9633333333333334
674,1000,5,2,0,1,0.9,5,2,0.2733333333333333
675,1000,5,2,0,2,0.9,5,2,0.20666666666666667
676,1000,5,2,1,0,0.0,0,2,0.016666666666666666
677,1000,5,2,1,1,0.0,0,2,0.11666666666666667
678,1000,5,2,1,2,0.0,0,2,0.13333333333333333
679,1000,5,2,1,0,0.0,2,2,0.05333333333333334
680,1000,5,2,1,1,0.0,2,2,0.15666666666666668
681,1000,5,2,1,2,0.0,2,2,0.14333333333333334
682,1000,5,2,1,0,0.0,5,2,0.12666666666666668
683,1000,5,2,1,1,0.0,5,2,0.17
684,1000,5,2,1,2,0.0,5,2,0.23666666666666666
685,1000,5,2,1,0,0.5,0,2,0.02
686,1000,5,2,1,1,0.5,0,2,0.14333333333333334
687,1000,5,2,1,2,0.5,0,2,0.13666666666666666
688,1000,5,2,1,0,0.5,2,2,0.08666666666666667
689,1000,5,2,1,1,0.5,2,2,0.14
690,1000,5,2,1,2,0.5,2,2,0.15333333333333332
691,1000,5,2,1,0,0.5,5,2,0.11666666666666667
692,1000,5,2,1,1,0.5,5,2,0.16333333333333333
693,1000,5,2,1,2,0.5,5,2,0.16333333333333333
694,1000,5,2,1,0,0.9,0,2,0.03
695,1000,5,2,1,1,0.9,0,2,0.14333333333333334
696,1000,5,2,1,2,0.9,0,2,0.14
697,1000,5,2,1,0,0.9,2,2,0.043333333333333335
698,1000,5,2,1,1,0.9,2,2,0.12333333333333334
699,1000,5,2,1,2,0.9,2,2,0.16333333333333333
700,1000,5,2,1,0,0.9,5,2,0.06666666666666667
701,1000,5,2,1,1,0.9,5,2,0.12
702,1000,5,2,1,2,0.9,5,2,0.15
703,1000,5,2,2,0,0.0,0,2,0.0033333333333333335
704,1000,5,2,2,1,0.0,0,2,0.056666666666666664
705,1000,5,2,2,2,0.0,0,2,0.07666666666666666
706,1000,5,2,2,0,0.0,2,2,0.013333333333333334
707,1000,5,2,2,1,0.0,2,2,0.08333333333333333
708,1000,5,2,2,2,0.0,2,2,0.10333333333333333
709,1000,5,2,2,0,0.0,5,2,0.01
710,1000,5,2,2,1,0.0,5,2,0.05
711,1000,5,2,2,2,0.0,5,2,0.11
712,1000,5,2,2,0,0.5,0,2,0.0
713,1000,5,2,2,1,0.5,0,2,0.03666666666666667
714,1000,5,2,2,2,0.5,0,2,0.10333333333333333
715,1000,5,2,2,0,0.5,2,2,0.0033333333333333335
716,1000,5,2,2,1,0.5,2,2,0.06333333333333334
717,1000,5,2,2,2,0.5,2,2,0.10333333333333333
718,1000,5,2,2,0,0.5,5,2,0.016666666666666666
719,1000,5,2,2,1,0.5,5,2,0.04666666666666667
720,1000,5,2,2,2,0.5,5,2,0.12
721,1000,5,2,2,0,0.9,0,2,0.0
722,1000,5,2,2,1,0.9,0,2,0.03666666666666667
723,1000,5,2,2,2,0.9,0,2,0.11666666666666667
724,1000,5,2,2,0,0.9,2,2,0.0033333333333333335
725,1000,5,2,2,1,0.9,2,2,0.04666666666666667
726,1000,5,2,2,2,0.9,2,2,0.08333333333333333
727,1000,5,2,2,0,0.9,5,2,0.01
728,1000,5,2,2,1,0.9,5,2,0.06666666666666667
729,1000,5,2,2,2,0.9,5,2,0.09666666666666666
730,1000,5,2,5,0,0.0,0,2,0.016666666666666666
731,1000,5,2,5,1,0.0,0,2,0.03333333333333333
732,1000,5,2,5,2,0.0,0,2,0.023333333333333334
733,1000,5,2,5,0,0.0,2,2,0.04
734,1000,5,2,5,1,0.0,2,2,0.05333333333333334
735,1000,5,2,5,2,0.0,2,2,0.03333333333333333
736,1000,5,2,5,0,0.0,5,2,0.043333333333333335
737,1000,5,2,5,1,0.0,5,2,0.06333333333333334
738,1000,5,2,5,2,0.0,5,2,0.043333333333333335
739,1000,5,2,5,0,0.5,0,2,0.023333333333333334
740,1000,5,2,5,1,0.5,0,2,0.04666666666666667
741,1000,5,2,5,2,0.5,0,2,0.043333333333333335
742,1000,5,2,5,0,0.5,2,2,0.05333333333333334
743,1000,5,2,5,1,0.5,2,2,0.04666666666666667
744,1000,5,2,5,2,0.5,2,2,0.03666666666666667
745,1000,5,2,5,0,0.5,5,2,0.05
746,1000,5,2,5,1,0.5,5,2,0.03666666666666667
747,1000,5,2,5,2,0.5,5,2,0.06666666666666667
748,1000,5,2,5,0,0.9,0,2,0.023333333333333334
749,1000,5,2,5,1,0.9,0,2,0.043333333333333335
750,1000,5,2,5,2,0.9,0,2,0.04
751,1000,5,2,5,0,0.9,2,2,0.03
752,1000,5,2,5,1,0.9,2,2,0.056666666666666664
753,1000,5,2,5,2,0.9,2,2,0.04
754,1000,5,2,5,0,0.9,5,2,0.03333333333333333
755,1000,5,2,5,1,0.9,5,2,0.05
756,1000,5,2,5,2,0.9,5,2,0.06333333333333334
757,1000,5,3,0,0,0.0,0,1,0.04
758,1000,5,3,0,1,0.0,0,2,0.25
759,1000,5,3,0,2,0.0,0,2,0.2
760,1000,5,3,0,0,0.0,2,1,0.06666666666666667
761,1000,5,3,0,1,0.0,2,2,0.33
762,1000,5,3,0,2,0.0,2,2,0.18
763,1000,5,3,0,0,0.0,5,1,0.04666666666666667
764,1000,5,3,0,1,0.0,5,2,0.3566666666666667
765,1000,5,3,0,2,0.0,5,2,0.18666666666666668
766,1000,5,3,0,0,0.5,0,1,0.03333333333333333
767,1000,5,3,0,1,0.5,0,2,0.29
768,1000,5,3,0,2,0.5,0,2,0.23
769,1000,5,3,0,0,0.5,2,2,0.9666666666666667
770,1000,5,3,0,1,0.5,2,2,0.23666666666666666
771,1000,5,3,0,2,0.5,2,2,0.17666666666666667
772,1000,5,3,0,0,0.5,5,2,0.97
773,1000,5,3,0,1,0.5,5,2,0.32666666666666666
774,1000,5,3,0,2,0.5,5,2,0.23
775,1000,5,3,0,0,0.9,0,1,0.03
776,1000,5,3,0,1,0.9,0,2,0.24
777,1000,5,3,0,2,0.9,0,2,0.16
778,1000,5,3,0,0,0.9,2,2,0.9633333333333334
779,1000,5,3,0,1,0.9,2,2,0.29333333333333333
780,1000,5,3,0,2,0.9,2,2,0.19
781,1000,5,3,0,0,0.9,5,2,0.94
782,1000,5,3,0,1,0.9,5,2,0.2633333333333333
783,1000,5,3,0,2,0.9,5,2,0.17333333333333334
784,1000,5,3,1,0,0.0,0,2,0.02
785,1000,5,3,1,1,0.0,0,2,0.13
786,1000,5,3,1,2,0.0,0,2,0.15
787,1000,5,3,1,0,0.0,2,2,0.05333333333333334
788,1000,5,3,1,1,0.0,2,2,0.12
789,1000,5,3,1,2,0.0,2,2,0.13333333333333333
790,1000,5,3,1,0,0.0,5,2,0.18
791,1000,5,3,1,1,0.0,5,2,0.17666666666666667
792,1000,5,3,1,2,0.0,5,2,0.17666666666666667
793,1000,5,3,1,0,0.5,0,2,0.023333333333333334
794,1000,5,3,1,1,0.5,0,2,0.08666666666666667
795,1000,5,3,1,2,0.5,0,2,0.12
796,1000,5,3,1,0,0.5,2,2,0.11
797,1000,5,3,1,1,0.5,2,2,0.12333333333333334
798,1000,5,3,1,2,0.5,2,2,0.13
799,1000,5,3,1,0,0.5,5,2,0.16333333333333333
800,1000,5,3,1,1,0.5,5,2,0.12
801,1000,5,3,1,2,0.5,5,2,0.14666666666666667
802,1000,5,3,1,0,0.9,0,2,0.01
803,1000,5,3,1,1,0.9,0,2,0.11666666666666667
804,1000,5,3,1,2,0.9,0,2,0.13666666666666666
805,1000,5,3,1,0,0.9,2,2,0.04
806,1000,5,3,1,1,0.9,2,2,0.10666666666666667
807,1000,5,3,1,2,0.9,2,2,0.15
808,1000,5,3,1,0,0.9,5,2,0.09333333333333334
809,1000,5,3,1,1,0.9,5,2,0.11666666666666667
810,1000,5,3,1,2,0.9,5,2,0.17333333333333334
811,1000,5,3,2,0,0.0,0,2,0.0
812,1000,5,3,2,1,0.0,0,2,0.04
813,1000,5,3,2,2,0.0,0,2,0.10333333333333333
814,1000,5,3,2,0,0.0,2,2,0.006666666666666667
815,1000,5,3,2,1,0.0,2,2,0.02666666666666667
816,1000,5,3,2,2,0.0,2,2,0.1
817,1000,5,3,2,0,0.0,5,2,0.016666666666666666
818,1000,5,3,2,1,0.0,5,2,0.07666666666666666
819,1000,5,3,2,2,0.0,5,2,0.12333333333333334
820,1000,5,3,2,0,0.5,0,2,0.0
821,1000,5,3,2,1,0.5,0,2,0.056666666666666664
822,1000,5,3,2,2,0.5,0,2,0.09666666666666666
823,1000,5,3,2,0,0.5,2,2,0.006666666666666667
824,1000,5,3,2,1,0.5,2,2,0.05333333333333334
825,1000,5,3,2,2,0.5,2,2,0.06333333333333334
826,1000,5,3,2,0,0.5,5,2,0.023333333333333334
827,1000,5,3,2,1,0.5,5,2,0.06
828,1000,5,3,2,2,0.5,5,2,0.08666666666666667
829,1000,5,3,2,0,0.9,0,2,0.0
830,1000,5,3,2,1,0.9,0,2,0.05333333333333334
831,1000,5,3,2,2,0.9,0,2,0.07666666666666666
832,1000,5,3,2,0,0.9,2,2,0.0
833,1000,5,3,2,1,0.9,2,2,0.056666666666666664
834,1000,5,3,2,2,0.9,2,2,0.09
835,1000,5,3,2,0,0.9,5,2,0.006666666666666667
836,1000,5,3,2,1,0.9,5,2,0.056666666666666664
837,1000,5,3,2,2,0.9,5,2,0.08666666666666667
838,1000,5,3,5,0,0.0,0,2,0.04
839,1000,5,3,5,1,0.0,0,2,0.02666666666666667
840,1000,5,3,5,2,0.0,0,2,0.02
841,1000,5,3,5,0,0.0,2,2,0.03333333333333333
842,1000,5,3,5,1,0.0,2,2,0.03666666666666667
843,1000,5,3,5,2,0.0,2,2,0.05333333333333334
844,1000,5,3,5,0,0.0,5,2,0.05333333333333334
845,1000,5,3,5,1,0.0,5,2,0.043333333333333335
846,1000,5,3,5,2,0.0,5,2,0.05333333333333334
847,1000,5,3,5,0,0.5,0,2,0.05
848,1000,5,3,5,1,0.5,0,2,0.03333333333333333
849,1000,5,3,5,2,0.5,0,2,0.05333333333333334
850,1000,5,3,5,0,0.5,2,2,0.04
851,1000,5,3,5,1,0.5,2,2,0.05
852,1000,5,3,5,2,0.5,2,2,0.043333333333333335
853,1000,5,3,5,0,0.5,5,2,0.07
854,1000,5,3,5,1,0.5,5,2,0.023333333333333334
855,1000,5,3,5,2,0.5,5,2,0.06
856,1000,5,3,5,0,0.9,0,2,0.03
857,1000,5,3,5,1,0.9,0,2,0.05333333333333334
858,1000,5,3,5,2,0.9,0,2,0.03666666666666667
859,1000,5,3,5,0,0.9,2,2,0.03333333333333333
860,1000,5,3,5,1,0.9,2,2,0.06333333333333334
861,1000,5,3,5,2,0.9,2,2,0.03666666666666667
862,1000,5,3,5,0,0.9,5,2,0.056666666666666664
863,1000,5,3,5,1,0.9,5,2,0.04
864,1000,5,3,5,2,0.9,5,2,0.04666666666666667
865,1000,5,4,0,0,0.0,0,1,0.07
866,1000,5,4,0,1,0.0,0,2,0.22
867,1000,5,4,0,2,0.0,0,2,0.17333333333333334
868,1000,5,4,0,0,0.0,2,1,0.04666666666666667
869,1000,5,4,0,1,0.0,2,2,0.3433333333333333
870,1000,5,4,0,2,0.0,2,2,0.21
871,1000,5,4,0,0,0.0,5,1,0.03666666666666667
872,1000,5,4,0,1,0.0,5,2,0.3466666666666667
873,1000,5,4,0,2,0.0,5,2,0.24666666666666667
874,1000,5,4,0,0,0.5,0,1,0.05
875,1000,5,4,0,1,0.5,0,2,0.29
876,1000,5,4,0,2,0.5,0,2,0.17333333333333334
877,1000,5,4,0,0,0.5,2,2,0.9633333333333334
878,1000,5,4,0,1,0.5,2,2,0.32
879,1000,5,4,0,2,0.5,2,2,0.19
880,1000,5,4,0,0,0.5,5,2,0.9433333333333334
881,1000,5,4,0,1,0.5,5,2,0.36
882,1000,5,4,0,2,0.5,5,2,0.18333333333333332
883,1000,5,4,0,0,0.9,0,1,0.03333333333333333
884,1000,5,4,0,1,0.9,0,2,0.2633333333333333
885,1000,5,4,0,2,0.9,0,2,0.20333333333333334
886,1000,5,4,0,0,0.9,2,2,0.9533333333333334
887,1000,5,4,0,1,0.9,2,2,0.26
888,1000,5,4,0,2,0.9,2,2,0.23
889,1000,5,4,0,0,0.9,5,2,0.9533333333333334
890,1000,5,4,0,1,0.9,5,2,0.26666666666666666
891,1000,5,4,0,2,0.9,5,2,0.21333333333333335
892,1000,5,4,1,0,0.0,0,2,0.03333333333333333
893,1000,5,4,1,1,0.0,0,2,0.08
894,1000,5,4,1,2,0.0,0,2,0.14666666666666667
895,1000,5,4,1,0,0.0,2,2,0.05
896,1000,5,4,1,1,0.0,2,2,0.14333333333333334
897,1000,5,4,1,2,0.0,2,2,0.14666666666666667
898,1000,5,4,1,0,0.0,5,2,0.20666666666666667
899,1000,5,4,1,1,0.0,5,2,0.16333333333333333
900,1000,5,4,1,2,0.0,5,2,0.15666666666666668
901,1000,5,4,1,0,0.5,0,2,0.02666666666666667
902,1000,5,4,1,1,0.5,0,2,0.13333333333333333
903,1000,5,4,1,2,0.5,0,2,0.14
904,1000,5,4,1,0,0.5,2,2,0.08
905,1000,5,4,1,1,0.5,2,2,0.13666666666666666
906,1000,5,4,1,2,0.5,2,2,0.13333333333333333
907,1000,5,4,1,0,0.5,5,2,0.15333333333333332
908,1000,5,4,1,1,0.5,5,2,0.16
909,1000,5,4,1,2,0.5,5,2,0.14
910,1000,5,4,1,0,0.9,0,2,0.05
911,1000,5,4,1,1,0.9,0,2,0.12
912,1000,5,4,1,2,0.9,0,2,0.10666666666666667
913,1000,5,4,1,0,0.9,2,2,0.02666666666666667
914,1000,5,4,1,1,0.9,2,2,0.11666666666666667
915,1000,5,4,1,2,0.9,2,2,0.14333333333333334
916,1000,5,4,1,0,0.9,5,2,0.08
917,1000,5,4,1,1,0.9,5,2,0.08666666666666667
918,1000,5,4,1,2,0.9,5,2,0.14
919,1000,5,4,2,0,0.0,0,2,0.0
920,1000,5,4,2,1,0.0,0,2,0.03333333333333333
921,1000,5,4,2,2,0.0,0,2,0.08
922,1000,5,4,2,0,0.0,2,2,0.0033333333333333335
923,1000,5,4,2,1,0.0,2,2,0.056666666666666664
924,1000,5,4,2,2,0.0,2,2,0.1
925,1000,5,4,2,0,0.0,5,2,0.03666666666666667
926,1000,5,4,2,1,0.0,5,2,0.09666666666666666
927,1000,5,4,2,2,0.0,5,2,0.11333333333333333
928,1000,5,4,2,0,0.5,0,2,0.0
929,1000,5,4,2,1,0.5,0,2,0.03333333333333333
930,1000,5,4,2,2,0.5,0,2,0.07666666666666666
931,1000,5,4,2,0,0.5,2,2,0.0
932,1000,5,4,2,1,0.5,2,2,0.056666666666666664
933,1000,5,4,2,2,0.5,2,2,0.09666666666666666
934,1000,5,4,2,0,0.5,5,2,0.03666666666666667
935,1000,5,4,2,1,0.5,5,2,0.04
936,1000,5,4,2,2,0.5,5,2,0.06666666666666667
937,1000,5,4,2,0,0.9,0,2,0.0
938,1000,5,4,2,1,0.9,0,2,0.043333333333333335
939,1000,5,4,2,2,0.9,0,2,0.08666666666666667
940,1000,5,4,2,0,0.9,2,2,0.0
941,1000,5,4,2,1,0.9,2,2,0.07666666666666666
942,1000,5,4,2,2,0.9,2,2,0.10333333333333333
943,1000,5,4,2,0,0.9,5,2,0.0033333333333333335
944,1000,5,4,2,1,0.9,5,2,0.07
945,1000,5,4,2,2,0.9,5,2,0.10666666666666667
946,1000,5,4,5,0,0.0,0,2,0.03
947,1000,5,4,5,1,0.0,0,2,0.03666666666666667
948,1000,5,4,5,2,0.0,0,2,0.043333333333333335
949,1000,5,4,5,0,0.0,2,2,0.06333333333333334
950,1000,5,4,5,1,0.0,2,2,0.03666666666666667
951,1000,5,4,5,2,0.0,2,2,0.05333333333333334
952,1000,5,4,5,0,0.0,5,2,0.04
953,1000,5,4,5,1,0.0,5,2,0.07
954,1000,5,4,5,2,0.0,5,2,0.05333333333333334
955,1000,5,4,5,0,0.5,0,2,0.023333333333333334
956,1000,5,4,5,1,0.5,0,2,0.05333333333333334
957,1000,5,4,5,2,0.5,0,2,0.04666666666666667
958,1000,5,4,5,0,0.5,2,2,0.03666666666666667
959,1000,5,4,5,1,0.5,2,2,0.04666666666666667
960,1000,5,4,5,2,0.5,2,2,0.043333333333333335
961,1000,5,4,5,0,0.5,5,2,0.04
962,1000,5,4,5,1,0.5,5,2,0.02666666666666667
963,1000,5,4,5,2,0.5,5,2,0.04
964,1000,5,4,5,0,0.9,0,2,0.013333333333333334
965,1000,5,4,5,1,0.9,0,2,0.03
966,1000,5,4,5,2,0.9,0,2,0.02666666666666667
967,1000,5,4,5,0,0.9,2,2,0.043333333333333335
968,1000,5,4,5,1,0.9,2,2,0.043333333333333335
969,1000,5,4,5,2,0.9,2,2,0.03666666666666667
970,1000,5,4,5,0,0.9,5,2,0.04666666666666667
971,1000,5,4,5,1,0.9,5,2,0.04
972,1000,5,4,5,2,0.9,5,2,0.043333333333333335
973,1000,10,2,0,0,0.0,0,1,0.04666666666666667
974,1000,10,2,0,1,0.0,0,2,0.43666666666666665
975,1000,10,2,0,2,0.0,0,2,0.37
976,1000,10,2,0,0,0.0,2,1,0.05333333333333334
977,1000,10,2,0,1,0.0,2,2,0.5133333333333333
978,1000,10,2,0,2,0.0,2,2,0.35333333333333333
979,1000,10,2,0,0,0.0,5,1,0.03
980,1000,10,2,0,1,0.0,5,2,0.5033333333333333
981,1000,10,2,0,2,0.0,5,2,0.4
982,1000,10,2,0,0,0.5,0,1,0.06
983,1000,10,2,0,1,0.5,0,2,0.5133333333333333
984,1000,10,2,0,2,0.5,0,2,0.39666666666666667
985,1000,10,2,0,0,0.5,2,2,0.9433333333333334
986,1000,10,2,0,1,0.5,2,2,0.47333333333333333
